House Name,Price,Room Type,Area,Price per m2,Sun Direction,Floor Level,Furnishing,Review,Year Built,Lift,Property Quality,Residence Type,Building Structure,Building Type,Leasing Date
兰德华庭 3室 装修保养好 诚意出售 价格可聊 采光好无遮挡,1219,3室2厅2卫,131.45,92735,南北,中层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-07-04
海淀西四环 12年城中墅 南北通透平层大四居 三卧南 明卫,2250,4室2厅3卫,220.09,102231,东,顶层,精装修,8.4,2013,独栋,平层,2023-06-30,102296\n元/平米,↑0.55%,↓0.15%
出售 当代城市家园 3室 南北 精装修,1380,3室1厅2卫,145,95172,南北,高层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-07-02
出售 华澳中心 3室 东西 精装修,1530,3室2厅3卫,275.04,55628,东西,中层,精装修,6.5,2000,有,商品房,普通住宅,平层,砖楼,2023-05-22
出售 领秀新硅谷 2室 东西 精装修,850,2室2厅1卫,83,102410,东西,中层,精装修,7.1,2012,无,商品房,普通住宅,平层,板楼,2023-06-20
知春路蓟门里南区不临街双南两居低楼层,558,2室1厅1卫,54.5,102385,南,中层,简装修,6.9,1983,无,个人产权,普通住宅,平层,板楼,2023-06-08
出售 橡树湾五期，双卧朝南四居室，一梯一户，采光好位置安静,3800,4室2厅3卫,237,160338,南北,低层,豪华装修,6.7,2015,有,商品房,普通住宅,平层,板楼,2023-07-02
西三环，紫竹桥，南向大平层，层高3米，户型方正，没有浪费面积,2000,4室2厅2卫,201.92,99049,东南,底层,精装修,6.9,2021,无,商品房,普通住宅,平层,砖楼,2023-05-21
三环的地段，六环的价格，独体独户，平层，看房随时。,1280,暂无,245,52245,西,低层,简装修,6.5,无,个人产权,普通住宅,平层,砖楼,2023-06-19,56287\n元/平米
出售 马连洼菊园 2室 东南 精装修,470,2室1厅1卫,61,77049,东南,顶层,精装修,6.0,1995,无,商品房,普通住宅,平层,板楼,2023-05-20
中海雅园 103平2居 西南向简装修 拎包入住,1110,2室1厅1卫,103,107767,西南,低层,简装修,6.6,2017,有,商品房,普通住宅,平层,板楼,2023-07-02
出售 西钓鱼台嘉园 2室 西北 精装修,955,2室1厅1卫,91,104945,西北,高层,精装修,6.9,2007,有,商品房,普通住宅,平层,砖楼,2023-05-26
2室 客厅朝南 户型方正 动静分离 餐客分离,1680,暂无,138.49,121308,南北,底层,简装修,6.7,无,个人产权,普通住宅,平层,砖楼,2023-07-04,123184\n元/平米
汤泉逸墅 170.94平3居 南北向豪华装修 随时签约,2300,3室2厅2卫,170.94,134550,南北,高层,豪华装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-30
出售 世纪城时雨园 3室 东南 简装修,1580,3室2厅1卫,144,109722,东南,低层,简装修,6.5,2017,有,商品房,普通住宅,平层,板楼,2023-04-19
西四环边，11年社区，正规两居室，树荫层，户型实用，配套齐全,780,暂无,72.96,106908,西南,低层,精装修,7.2,2014,有,商品房,普通住宅,平层,板楼,2023-05-27
一梯两户！带车位储物间！前后不临街！户型方正！看房随时！安静,1420,2室2厅2卫,109.46,129728,南北,低层,精装修,7.0,2000,无,个人产权,普通住宅,平层,板楼,2023-07-04
优选！看房随时！人文社区！双明卫！双卧南！世纪金源！,1820,3室2厅2卫,165,110303,西南,低层,简装修,6.5,2001,有,个人产权,普通住宅,平层,板楼,2023-06-10
知春路03年小区 知春时代 落地窗看西山 精装大两居,925,2室1厅1卫,89.88,102915,西,中层,精装修,7.0,2003,无,个人产权,普通住宅,平层,板楼,2023-06-08
万柳光大 东南两居 主卧拐角阳台  保养好,1380,2室1厅1卫,93.07,148275,东南,低层,精装修,6.6,2000,无,个人产权,普通住宅,平层,板楼,2023-06-28
出售 上林溪 1室 南北 精装修,850,1室1厅1卫,75,113333,南北,顶层,精装修,7.0,2014,有,商品房,普通住宅,平层,板楼,2023-07-02
出售 百旺新城春晖园 3室 南北向 精装修,790,3室1厅1卫,93.08,84873,南北,底层,精装修,6.8,2004,无,商品房,普通住宅,平层,板楼,2023-06-27
出售 马连洼菊园 2室 南北 精装修,550,2室1厅1卫,70,78571,南北,顶层,精装修,6.0,1995,无,商品房,普通住宅,平层,板楼,2023-05-20
出售 世纪城三期翠叠园 3室 南向 简装修,2360,3室2厅2卫,171,138012,南,底层,简装修,6.7,2017,有,商品房,普通住宅,平层,板楼,2023-04-26
出售 世纪城远大园五区 4室 南北 简装修,2868,4室2厅2卫,212,135283,南北,高层,简装修,6.7,2017,有,商品房,普通住宅,平层,板楼,2023-05-27
五道口 华清嘉园 业主变现 博洛尼 性价比两居室,1138,2室1厅1卫,96.72,117659,东,低层,精装修,6.7,2002,无,个人产权,普通住宅,平层,板楼,2023-05-17
海淀 次新高品质小区  满五三居室,1150,3室1厅2卫,138.65,82943,南北,低层,精装修,7.0,2014,无,个人产权,普通住宅,平层,板楼,2023-06-06
知春路 北航南 满五年公房，南北通透 全明格局两居可,666,2室1厅1卫,61.1,109002,南北,底层,简装修,7.0,1988,无,个人产权,普通住宅,平层,板楼,2023-06-08
小区中间位 龙凤雕花入堂石 保养好 绿化高保养好次新盘配套齐,3300,4室2厅2卫,255,129412,南北,低层,精装修,8.2,2012,有,商品房,普通住宅,平层,砖楼,2023-07-02
出售 10号名邸 5室 东西向 精装修,2450,5室2厅3卫,276.8,88512,东西,低层,精装修,6.9,2005,有,商品房,普通住宅,平层,板楼,2023-05-02
新增 上林溪 中心位置2居室,1095,暂无,102,107353,南北,低层,简装修,7.0,无,个人产权,普通住宅,平层,板楼,2023-07-01,107826\n元/平米
燕山石化自管楼 蓟门里东区2室1厅,579,2室1厅1卫,57.49,100713,南北,低层,简装修,6.9,1986,无,个人产权,普通住宅,平层,板楼,2023-06-08
出售 保利西山林语 1室 南向 精装修,389,1室1厅1卫,46,84565,南,顶层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-06-29
一层不爬楼（价格可聊）南北两居！海淀刚需！上地！马连洼,446,暂无,53.9,82746,南北,底层,精装修,6.0,1999,无,个人产权,普通住宅,平层,板楼,2023-06-22
农大板块品质电梯三居室，全明格局，中间楼层,1670,3室2厅2卫,156,107051,南北,中层,简装修,7.0,无,个人产权,普通住宅,平层,板楼,2023-05-02,104786\n元/平米
浓厚人文社区 世纪城金源燕莎 10号线临27公顷绿化带,2380,3室2厅2卫,167.2,142344,南北,低层,精装修,6.5,2021,无,商品房,普通住宅,平层,砖楼,2023-05-14
南北通透 不临街 带阳台 正规两居室 满五年 家庭一套房,725,暂无,76.07,95307,南北,低层,简装修,6.9,2017,有,商品房,普通住宅,平层,板楼,2023-05-01
出售 清上园 1室 南北向 精装修,568,1室1厅1卫,71,80000,南北,中层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-05-02
出售 世纪城晴雪园 2室 南 精装修,1450,2室1厅1卫,93.56,154981,南,低层,精装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
出售 汤泉逸墅 4室 南北 精装修,2700,4室2厅2卫,220,122727,南北,高层,精装修,6.7,2003,无,商品房,普通住宅,平层,板楼,2023-07-02
全明格局，采光好，视野好，户型方正，没有浪费面积。,590,1室1厅1卫,57,103509,西北,中层,精装修,7.0,2015,有,个人产权,普通住宅,平层,砖楼,2023-05-03
出售 华润橡树湾 1室 南向 精装修,850,1室1厅1卫,60,141667,南,低层,精装修,6.7,2010,有,商品房,普通住宅,平层,板楼,2023-05-02
出售 汤泉逸墅 3室 南北 精装修,1965,3室2厅2卫,168,116964,南北,底层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-02
紫金长安 东西通透两居室 房况好 中间楼层 方便看 诚意出售,1693,2室2厅1卫,117,144701,东西,中层,简装修,7.0,2016,有,商品房,普通住宅,平层,砖楼,2023-05-06
出售 褐石园 3室 南北 精装修,2450,3室2厅2卫,155.99,157061,南北,顶层,精装修,6.8,2008,有,商品房,普通住宅,平层,板楼,2023-07-02
出售 枫丹丽舍 3室 南北向 精装修,1180,3室2厅2卫,147.6,79946,南北,高层,精装修,7.3,2012,有,商品房,普通住宅,平层,板楼,2023-05-02
出售 碧水云天 2室 西向 简装修,1650,2室1厅1卫,97.97,168419,西,低层,简装修,6.7,2003,有,商品房,普通住宅,平层,砖楼,2023-07-03
出售 汤泉逸墅 2室 南北 精装修,1700,2室2厅2卫,132,128788,南北,底层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-07-03
品质社区 人济山庄 3室 西 精装修 随时看房 业主急售,1820,3室2厅2卫,153.89,118266,西,中层,精装修,6.9,2001,有,商品房,普通住宅,平层,塔楼,2023-06-30
出售 当代城市家园 3室 南北 精装修,1050,3室2厅2卫,118.22,88817,南北,顶层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-05-02
三环内 必看好房 豪柏国际公寓 西南复式五居室 拎包入住,2600,5室2厅4卫,276.49,94036,西南,顶层,简装修,6.8,2017,有,商品房,普通住宅,平层,板楼,2023-06-17
出售 上第MOMA 3室 南北 精装修,1415,3室2厅2卫,141,100355,南北,中层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-07-02
出售 上河村 3室 南北向 豪华装修,2920,3室2厅2卫,181.51,160873,南北,高层,豪华装修,7.1,2003,有,商品房,普通住宅,平层,板楼,2023-07-02
出售 颐安嘉园 4室 南北 精装修,2300,4室2厅3卫,191.84,119892,南北,中层,精装修,7.2,2005,无,商品房,普通住宅,平层,板楼,2023-06-27
碧水云天！房子位于园区的中间位置，安静不临街，静谧宜居,1670,2室1厅1卫,99,168687,东,低层,精装修,6.7,2003,有,商品房,普通住宅,平层,砖楼,2023-06-01
三环地段，单价6万，南北复试，理工,1500,3室2厅3卫,264,56818,南北,中层,精装修,6.5,2000,无,个人产权,普通住宅,平层,砖楼,2023-06-18
西二旗智学苑新上1室1厅，稀有户型，满五年，楼层,455,1室1厅1卫,54.88,82908,南,中层,精装修,6.9,2001,无,个人产权,普通住宅,平层,板楼,2023-06-16
燕清园东南向两居，满五，修高层8号楼价能谈,888,2室1厅1卫,109,81468,南北,中层,精装修,6.9,无,个人产权,普通住宅,平层,板楼,2023-05-05,88004\n元/平米
出售 五矿万科如园 4室 南北向 精装修,3300,4室2厅2卫,255,129412,南北,低层,精装修,8.2,2012,无,商品房,普通住宅,平层,砖楼,2023-06-01
2室 中层 户型方正 动静分离 餐客分离,1720,暂无,138.6,124098,南北,高层,精装修,6.7,无,个人产权,普通住宅,平层,砖楼,2023-07-04,123184\n元/平米
4号楼朝西的位置，总价低，房主是之前和我买的，江南园林社区,960,2室1厅2卫,93.76,102389,西,中层,精装修,7.2,2005,无,商品房,普通住宅,平层,板楼,2023-07-02
客厅双卧朝南！餐厨一体！高层采光好！户型方正！出行便利,1490,3室2厅2卫,132.78,112216,东南,低层,精装修,6.8,2000,无,个人产权,普通住宅,平层,板楼,2023-06-08
出售 西钓鱼台嘉园 4室 东西 精装修,2960,4室2厅2卫,262,112977,东西,低层,精装修,6.9,2008,有,商品房,普通住宅,平层,板楼,2023-05-27
安和园南北通透两居 采光视野好 看房方便 少 诚意出售,765,2室2厅1卫,85.38,89599,南北,顶层,精装修,6.1,2004,无,个人产权,普通住宅,平层,板楼,2023-06-28
出售 清上园 1室 南 精装修,540,1室1厅1卫,63,85714,南,低层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-05-02
三环边，双线地铁交汇，出行方便，高楼层采光，视野无遮挡,1550,3室2厅2卫,150.2,103196,东南,高层,简装修,6.6,2001,有,商品房,普通住宅,平层,塔楼,2023-05-21
出售 美林花园 4室 西 简装修,2150,4室2厅3卫,256.16,83932,西,中层,简装修,6.8,2001,有,商品房,普通住宅,平层,砖楼,2023-06-27
太月园，阳光南向2居，高楼层无遮挡，精装修入住，价格可谈！,1125,2室1厅1卫,90.2,124723,南,高层,精装修,6.9,1999,有,商品房,普通住宅,平层,塔楼,2023-05-11
新上 乐府江南 全南向两居室 双卧朝南 保养新 安静不临街,1199,2室2厅2卫,109.39,109608,南,低层,豪华装修,7.2,2005,有,个人产权,普通住宅,平层,板楼,2023-07-01
兰德华庭 3室 装修保养好 诚意出售 价格可聊 采光好无遮挡,1219,3室2厅2卫,131.45,92735,南北,中层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-07-04
出售 万泽御河湾 3室 南北 精装修,1850,3室2厅2卫,162.6,113776,南北,高层,精装修,7.2,2008,有,商品房,普通住宅,平层,塔楼,2023-07-05
出售 上第MOMA 3室 南北 精装修,1310,3室2厅2卫,157,83439,南北,中层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-07-02
燕西台 323.33平4居 南向精装修 自住保养好,3000,4室2厅5卫,323.33,92784,南,底层,精装修,7.1,2022,独栋,平层,,,2023-06-29,101574\n元/平米
江南园林 客厅双卧朝南三居室 双阳台 装修保养新 安静不临街,1665,3室2厅2卫,150.89,110345,南北,中层,豪华装修,7.2,2005,有,个人产权,普通住宅,平层,板楼,2023-07-03
此房满五，产权清晰，，无户口，业主诚售,1700,4室2厅2卫,181,93923,南北,中层,精装修,6.7,2008,有,个人产权,普通住宅,平层,板楼,2023-05-03
复兴路46号院 3室1厅 69.32平,788,3室1厅1卫,69.32,113676,西北,顶层,简装修,6.0,2006,有,商品房,2023-06-27,120802\n元/平米,↑1.33%,↑0.03%
出售 世纪城三期垂虹园 3室 西南 简装修,2000,3室2厅2卫,173,115607,西南,底层,简装修,8.0,2017,有,商品房,普通住宅,平层,板楼,2023-06-01
出售 郦城 3室 南北 精装修,1699,3室2厅2卫,144.3,117741,南北,低层,精装修,6.8,2004,无,商品房,普通住宅,平层,板楼,2023-07-03
昆玉河边带独立大餐厅的三居室，您买三居不能错过,1858,3室2厅2卫,164,113293,南北,高层,精装修,6.9,2004,有,个人产权,普通住宅,平层,板楼,2023-05-13
付款快价可聊！西南向4居！四面采光！通透性好！低总价！随时看,2060,4室2厅2卫,207.66,99201,东北,低层,简装修,8.0,2004,有,商品房,普通住宅,平层,板楼,2023-05-13
公主坟 回报比 可注册 可美容 出行方便 楼下有,380,1室1厅1卫,38.53,98624,南,低层,精装修,6.5,无,平层,板楼,商业办公类,2023-07-01,78657\n元/平米,↑3.18%
出售 金地华著 4室 南北向 精装修,3400,4室2厅3卫,189.33,179581,南北,高层,精装修,8.4,2021,有,商品房,普通住宅,平层,砖楼,2023-07-04
新上！晴波园！四卧朝阳！高楼层！近昆玉河！带车位！随时可看！,3480,5室2厅2卫,225,154667,南北,中层,精装修,6.7,2004,有,商品房,普通住宅,平层,砖楼,2023-04-14
南北通透 一梯两户 双卧朝南 位置安静 低楼层 十号线 慈寿,1400,暂无,112,125000,南北,低层,精装修,7.2,2007,有,个人产权,普通住宅,平层,板楼,2023-07-05
出售 保利西山林语 1室 南向 精装修,375,1室1厅1卫,49,76531,南,底层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 保利西山林语 2室 南北 精装修,520,2室1厅1卫,91.18,57030,南北,底层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-06-29
玲珑花园 115.39平2居 南北向豪华装修 方便看房,1500,2室2厅2卫,115.39,129994,南北,低层,豪华装修,7.1,2000,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 今日家园 4室 南北向 精装修,1280,4室1厅2卫,139.93,91474,南北,高层,精装修,6.8,2015,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 保利西山林语 2室 南北 精装修,645,2室1厅1卫,90.59,71200,南北,低层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 橡树湾 4室 南北 豪华装修,3800,4室2厅3卫,238.19,159537,南北,高层,豪华装修,6.7,2016,有,商品房,普通住宅,平层,板楼,2023-07-02
出售 万泉新新家园 4室 南北向 精装修,4600,4室2厅3卫,270,170370,南北,顶层,精装修,7.0,2016,有,商品房,普通住宅,平层,砖楼,2023-04-18
西钓鱼台嘉园 3室2厅2卫 全南户型 卫生间全明,1550,3室2厅2卫,127.21,121846,南北,低层,精装修,6.9,2006,无,商品房,普通住宅,平层,板楼,2023-06-11
总监推荐 上地地铁房 电梯高层 南北通透 位置安静不临街,1880,3室2厅2卫,138,136232,南北,高层,精装修,6.8,2008,有,个人产权,普通住宅,平层,板楼,2023-06-29
出售 华润橡树湾 3室 西南向 精装修,1560,暂无,87.25,178797,西南,顶层,精装修,6.7,2009,无,商品房,普通住宅,平层,板楼,2023-05-02
出售 橡树湾 2室 东西 精装修,1040,2室2厅1卫,80.78,128745,东西,高层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-07-02
橡树湾二期，南北通透一居室，明厨明卫，位置安静采光好,850,1室1厅1卫,60,141667,南,低层,精装修,6.7,2010,有,商品房,普通住宅,平层,板楼,2023-06-27
北太平路甲18号院 4室2厅 102.8平,1280,4室2厅2卫,102.8,124514,南北,高层,简装修,5.9,2006,有,经济适用房,2023-06-07,114481\n元/平米,↑21.01%,↑2.56%
出售 世纪城三期垂虹园 3室 西南 精装修,1450,3室2厅2卫,107.42,134984,西南,中层,精装修,8.0,2022,无,商品房,普通住宅,平层,砖楼,2023-06-01
